,Match Runs,Match SR,Total Runs,Total Balls,Ave,Career SR,HS,NO,0,50,100,Opposition,Ground,match_id,player_id
284,18,112.50,11057,12755,44.05,86.68,186*,26,13,55,31,England,Delhi,1800,35320
285,12,66.66,11069,12773,43.92,86.65,186*,26,13,55,31,England,Mumbai,1803,35320
286,34*,75.55,11103,12818,44.05,86.62,186*,27,13,55,31,West Indies,Bridgetown,1836,35320
287,65,92.85,11168,12888,44.14,86.65,186*,27,13,56,31,West Indies,Port of Spain,1838,35320
288,1,11.11,11169,12897,43.97,86.60,186*,27,13,56,31,England,Lord's,1848,35320
289,49,70.00,11218,12967,43.99,86.51,186*,27,13,56,31,Sri Lanka,The Oval,1849,35320
290,105*,97.22,11323,13075,44.40,86.60,186*,28,13,56,32,England,Chester-le-Street,1851,35320
291,19,76.00,11342,13100,44.30,86.58,186*,28,13,56,32,Sri Lanka,Birmingham,1852,35320
292,36,124.13,11378,13129,44.27,86.66,186*,28,13,56,32,England,The Oval,1854,35320
293,113,110.78,11491,13231,44.53,86.84,186*,28,13,56,33,Sri Lanka,Bristol,1855,35320
294,14,73.68,11505,13250,44.42,86.83,186*,28,13,56,33,England,Lord's,1856,35320
295,7,43.75,11512,13266,44.27,86.77,186*,28,13,56,33,Zimbabwe,Colombo (RPS),1876,35320
296,9*,45.00,11521,13286,44.31,86.71,186*,29,13,56,33,England,Colombo (RPS),1884,35320
297,16,55.17,11537,13315,44.20,86.64,186*,29,13,56,33,South Africa,Colombo (RPS),1886,35320
299,7*,31.81,11544,13337,44.22,86.55,186*,30,13,56,33,Sri Lanka,Colombo (RPS),1889,35320
300,0,0.00,11544,13347,44.06,86.49,186*,30,14,56,33,New Zealand,Wellington,1930,35320
301,1,7.69,11545,13360,43.89,86.41,186*,30,14,56,33,New Zealand,Auckland,1933,35320
302,1,16.66,11546,13366,43.73,86.38,186*,30,14,56,33,New Zealand,Hamilton,1935,35320
303,52,72.22,11598,13438,43.76,86.30,186*,30,14,57,33,Netherlands,Paarl,1948,35320
304,36,61.01,11634,13497,43.73,86.19,186*,30,14,57,33,Australia,Centurion,1951,35320
305,81,89.01,11715,13588,43.87,86.21,186*,30,14,58,33,Zimbabwe,Harare,1957,35320
306,152,100.66,11867,13739,44.27,86.37,186*,30,14,58,34,Namibia,Pietermaritzburg,1964,35320
307,50,96.15,11917,13791,44.30,86.41,186*,30,14,59,34,England,Durban,1969,35320
308,98,130.66,12015,13866,44.50,86.65,186*,30,14,60,34,Pakistan,Centurion,1975,35320
309,5,41.66,12020,13878,44.35,86.61,186*,30,14,60,34,Kenya,Cape Town,1983,35320
310,97,80.83,12117,13998,44.54,86.56,186*,30,14,61,34,Sri Lanka,Johannesburg,1985,35320
311,15,93.75,12132,14014,44.43,86.57,186*,30,14,61,34,New Zealand,Centurion,1988,35320
312,83,82.17,12215,14115,44.58,86.53,186*,30,14,62,34,Kenya,Durban,1992,35320
313,4,80.00,12219,14120,44.43,86.53,186*,30,14,62,34,Australia,Johannesburg,1993,35320
314,48*,72.72,12267,14186,44.60,86.47,186*,31,14,62,34,New Zealand,Chennai,2051,35320
315,100,84.03,12367,14305,44.80,86.45,186*,31,14,62,35,Australia,Gwalior,2052,35320
316,68,89.47,12435,14381,44.89,86.46,186*,31,14,63,35,Australia,Mumbai,2054,35320
317,14,100.00,12449,14395,44.78,86.48,186*,31,14,63,35,New Zealand,Cuttack,2056,35320
318,89,97.80,12538,14486,44.93,86.55,186*,31,14,64,35,Australia,Bengaluru,2061,35320
319,102,112.08,12640,14577,45.14,86.71,186*,31,14,64,36,New Zealand,Hyderabad (Deccan),2062,35320
320,45,68.18,12685,14643,45.14,86.62,186*,31,14,64,36,Australia,Kolkata,2064,35320
321,63,91.30,12748,14712,45.20,86.65,186*,31,14,65,36,Australia,Melbourne,2077,35320
322,44,74.57,12792,14771,45.20,86.60,186*,31,14,65,36,Zimbabwe,Hobart,2080,35320
323,86,90.52,12878,14866,45.34,86.62,186*,31,14,66,36,Australia,Brisbane,2084,35320
324,5,83.33,12883,14872,45.20,86.62,186*,31,14,66,36,Australia,Perth,2093,35320
325,3,37.50,12886,14880,45.05,86.59,186*,31,14,66,36,Zimbabwe,Perth,2095,35320
326,8,36.36,12894,14902,44.92,86.52,186*,31,14,66,36,Australia,Melbourne,2097,35320
327,27,67.50,12921,14942,44.86,86.47,186*,31,14,66,36,Australia,Sydney,2098,35320
328,28,80.00,12949,14977,44.80,86.45,186*,31,14,66,36,Pakistan,Karachi,2112,35320
329,141,104.44,13090,15112,45.13,86.61,186*,31,14,66,37,Pakistan,Rawalpindi,2114,35320
330,0,0.00,13090,15117,44.98,86.59,186*,31,15,66,37,Pakistan,Peshawar,2115,35320
331,7,53.84,13097,15130,44.85,86.56,186*,31,15,66,37,Pakistan,Lahore,2116,35320
332,37,77.08,13134,15178,44.82,86.53,186*,31,15,66,37,Pakistan,Lahore,2117,35320
333,18,72.00,13152,15203,44.73,86.50,186*,31,15,66,37,U.A.E.,Dambulla,2144,35320
334,11,84.61,13163,15216,44.62,86.50,186*,31,15,66,37,Sri Lanka,Dambulla,2148,35320
335,82*,65.07,13245,15342,44.89,86.33,186*,32,15,67,37,Bangladesh,Colombo (SSC),2149,35320
336,78,75.72,13323,15445,45.01,86.26,186*,32,15,68,37,Pakistan,Colombo (RPS),2152,35320
337,18,85.71,13341,15466,44.91,86.26,186*,32,15,68,37,Sri Lanka,Colombo (RPS),2153,35320
338,74,74.00,13415,15566,45.01,86.18,186*,32,15,69,37,Sri Lanka,Colombo (RPS),2155,35320
339,16,94.11,13431,15583,44.91,86.19,186*,32,15,69,37,Pakistan,Kolkata,2192,35320
340,19,59.37,13450,15615,44.83,86.13,186*,32,15,69,37,Bangladesh,Chattogram,2199,35320
341,47,111.90,13497,15657,44.84,86.20,186*,32,15,69,37,Bangladesh,Dhaka,2202,35320
342,4,100.00,13501,15661,44.70,86.20,186*,32,15,69,37,Pakistan,Kochi,2235,35320
343,2,25.00,13503,15669,44.56,86.17,186*,32,15,69,37,Pakistan,Visakhapatnam,2236,35320
344,6,54.54,13509,15680,44.43,86.15,186*,32,15,69,37,Pakistan,Jamshedpur,2237,35320
345,123,94.61,13632,15810,44.69,86.22,186*,32,15,69,38,Pakistan,Ahmedabad,2238,35320
346,1,10.00,13633,15820,44.55,86.17,186*,32,15,69,38,Pakistan,Kanpur,2239,35320
347,9,60.00,13642,15835,44.43,86.15,186*,32,15,69,38,Pakistan,Delhi,2240,35320
348,93,96.87,13735,15931,44.59,86.21,186*,32,15,70,38,Sri Lanka,Nagpur,2286,35320
349,67*,97.10,13802,16000,44.81,86.26,186*,33,15,71,38,Sri Lanka,Mohali,2287,35320
350,2,66.66,13804,16003,44.67,86.25,186*,33,15,71,38,Sri Lanka,Jaipur,2290,35320
351,11,57.89,13815,16022,44.56,86.22,186*,33,15,71,38,Sri Lanka,Pune,2291,35320
352,19,63.33,13834,16052,44.48,86.18,186*,33,15,71,38,Sri Lanka,Rajkot,2295,35320
353,39,81.25,13873,16100,44.46,86.16,186*,33,15,71,38,Sri Lanka,Vadodara,2296,35320
354,2,22.22,13875,16109,44.32,86.13,186*,33,15,71,38,South Africa,Hyderabad (Deccan),2297,35320
355,2,9.09,13877,16131,44.19,86.02,186*,33,15,71,38,South Africa,Bengaluru,2298,35320
356,2,13.33,13879,16146,44.06,85.95,186*,33,15,71,38,South Africa,Kolkata,2299,35320
357,30,68.18,13909,16190,44.01,85.91,186*,33,15,71,38,South Africa,Mumbai,2300,35320
358,100,88.49,14009,16303,44.19,85.92,186*,33,15,71,39,Pakistan,Peshawar,2324,35320
359,42,97.67,14051,16346,44.18,85.95,186*,33,15,71,39,Pakistan,Rawalpindi,2327,35320
360,95,91.34,14146,16450,44.34,85.99,186*,33,15,72,39,Pakistan,Lahore,2329,35320
361,0,0.00,14146,16453,44.20,85.97,186*,33,16,72,39,Pakistan,Multan,2331,35320
362,2*,66.66,14148,16456,44.21,85.97,186*,34,16,72,39,Sri Lanka,Colombo (SSC),2405,35320
363,141*,95.27,14289,16604,44.65,86.05,186*,35,16,72,40,West Indies,Kuala Lumpur,2414,35320
364,12,70.58,14301,16621,44.55,86.04,186*,35,16,72,40,Australia,Kuala Lumpur,2416,35320
365,65,63.72,14366,16723,44.61,85.90,186*,35,16,73,40,West Indies,Kuala Lumpur,2419,35320
366,4,40.00,14370,16733,44.48,85.87,186*,35,16,73,40,Australia,Kuala Lumpur,2421,35320
367,35,85.36,14405,16774,44.45,85.87,186*,35,16,73,40,England,Jaipur,2429,35320
368,29,64.44,14434,16819,44.41,85.81,186*,35,16,73,40,West Indies,Ahmedabad,2437,35320
369,10,38.46,14444,16845,44.30,85.74,186*,35,16,73,40,Australia,Mohali,2440,35320
370,35,68.62,14479,16896,44.27,85.69,186*,35,16,73,40,South Africa,Durban,2447,35320
371,2,22.22,14481,16905,44.14,85.66,186*,35,16,73,40,South Africa,Cape Town,2449,35320
372,1,33.33,14482,16908,44.01,85.65,186*,35,16,73,40,South Africa,Port Elizabeth,2452,35320
373,55,56.70,14537,17005,44.05,85.48,186*,35,16,74,40,South Africa,Centurion,2458,35320
374,31,81.57,14568,17043,44.01,85.47,186*,35,16,74,40,West Indies,Nagpur,2480,35320
375,0,0.00,14568,17049,43.87,85.44,186*,35,17,74,40,West Indies,Cuttack,2485,35320
376,60,90.90,14628,17115,43.92,85.46,186*,35,17,75,40,West Indies,Chennai,2487,35320
377,100*,131.57,14728,17191,44.22,85.67,186*,36,17,75,41,West Indies,Vadodara,2493,35320
379,54,88.52,14782,17252,44.25,85.68,186*,36,17,76,41,Sri Lanka,Rajkot,2520,35320
380,1,12.50,14783,17260,44.12,85.64,186*,36,17,76,41,Sri Lanka,Margao,2522,35320
381,7,26.92,14790,17286,44.01,85.56,186*,36,17,76,41,Bangladesh,Port of Spain,2538,35320
382,57*,196.55,14847,17315,44.18,85.74,186*,37,17,77,41,Bermuda,Port of Spain,2542,35320
383,0,0.00,14847,17318,44.05,85.73,186*,37,18,77,41,Sri Lanka,Port of Spain,2550,35320
384,4,133.33,14851,17321,43.93,85.73,186*,37,18,77,41,Ireland,Belfast,2590,35320
385,99,69.23,14950,17464,44.10,85.60,186*,37,18,78,41,South Africa,Belfast,2592,35320
386,93,87.73,15043,17570,44.24,85.61,186*,37,18,79,41,South Africa,Belfast,2593,35320
387,8,100.00,15051,17578,44.13,85.62,186*,37,18,79,41,South Africa,Belfast,2595,35320
388,17,51.51,15068,17611,44.05,85.56,186*,37,18,79,41,England,Southampton,2611,35320
389,99,88.39,15167,17723,44.21,85.57,186*,37,18,80,41,England,Bristol,2613,35320
390,8,42.10,15175,17742,44.11,85.53,186*,37,18,80,41,England,Birmingham,2616,35320
391,55,63.95,15230,17828,44.14,85.42,186*,37,18,81,41,England,Manchester,2617,35320
392,71,120.33,15301,17887,44.22,85.54,186*,37,18,82,41,England,Leeds,2618,35320
393,94,116.04,15395,17968,44.36,85.68,186*,37,18,83,41,England,The Oval,2619,35320
394,30,65.21,15425,18014,44.32,85.62,186*,37,18,83,41,England,Lord's,2620,35320
395,0,0.00,15425,18020,44.19,85.59,186*,37,19,83,41,Australia,Bengaluru,2621,35320
396,16,64.00,15441,18045,44.11,85.56,186*,37,19,83,41,Australia,Kochi,2623,35320
397,43,60.56,15484,18116,44.11,85.47,186*,37,19,83,41,Australia,Hyderabad (Deccan),2625,35320
398,79,66.38,15563,18235,44.21,85.34,186*,37,19,84,41,Australia,Chandigarh,2627,35320
399,47,64.38,15610,18308,44.22,85.26,186*,37,19,84,41,Australia,Vadodara,2629,35320
400,72,100.00,15682,18380,44.29,85.32,186*,37,19,85,41,Australia,Nagpur,2631,35320
401,21,58.33,15703,18416,44.23,85.26,186*,37,19,85,41,Australia,Mumbai,2632,35320
402,4,57.14,15707,18423,44.12,85.25,186*,37,19,85,41,Pakistan,Guwahati,2643,35320
403,99,108.79,15806,18514,44.27,85.37,186*,37,19,86,41,Pakistan,Mohali,2644,35320
404,29,107.40,15835,18541,44.23,85.40,186*,37,19,86,41,Pakistan,Kanpur,2645,35320
405,97,95.09,15932,18643,44.37,85.45,186*,37,19,87,41,Pakistan,Gwalior,2646,35320
406,30,111.11,15962,18670,44.33,85.49,186*,37,19,87,41,Pakistan,Jaipur,2647,35320
407,10,58.82,15972,18687,44.24,85.47,186*,37,19,87,41,Australia,Brisbane,2670,35320
408,35,67.30,16007,18739,44.21,85.42,186*,37,19,87,41,Sri Lanka,Brisbane,2672,35320
409,44,81.48,16051,18793,44.21,85.40,186*,37,19,87,41,Australia,Melbourne,2675,35320
410,32,106.66,16083,18823,44.18,85.44,186*,37,19,87,41,Sri Lanka,Canberra,2676,35320
411,5,33.33,16088,18838,44.07,85.40,186*,37,19,87,41,Australia,Adelaide,2680,35320
412,0,0.00,16088,18840,43.95,85.39,186*,37,20,87,41,Sri Lanka,Adelaide,2681,35320
413,2,66.66,16090,18843,43.84,85.38,186*,37,20,87,41,Australia,Sydney,2685,35320
414,63,116.66,16153,18897,43.89,85.47,186*,37,20,88,41,Sri Lanka,Hobart,2686,35320
415,117*,97.50,16270,19017,44.21,85.55,186*,38,20,88,42,Australia,Sydney,2688,35320
416,91,75.20,16361,19138,44.33,85.48,186*,38,20,89,42,Australia,Brisbane,2689,35320
417,11,52.38,16372,19159,44.24,85.45,186*,38,20,89,42,England,Bengaluru,2781,35320
418,50,87.71,16422,19216,44.26,85.46,186*,38,20,90,42,England,Cuttack,2783,35320
419,5,31.25,16427,19232,44.15,85.41,186*,38,20,90,42,Sri Lanka,Dambulla,2806,35320
420,6,66.66,16433,19241,44.05,85.40,186*,38,20,90,42,Sri Lanka,Colombo (RPS),2810,35320
421,7,58.33,16440,19253,43.95,85.38,186*,38,20,90,42,Sri Lanka,Colombo (RPS),2813,35320
422,20,86.95,16460,19276,43.89,85.39,186*,38,20,90,42,New Zealand,Napier,2821,35320
423,61,88.40,16521,19345,43.93,85.40,186*,38,20,91,42,New Zealand,Wellington,2822,35320
424,163*,122.55,16684,19478,44.37,85.65,186*,39,20,91,43,New Zealand,Christchurch,2823,35320
425,46,83.63,16730,19533,44.37,85.64,186*,39,20,91,43,New Zealand,Colombo (RPS),2886,35320
426,27,81.81,16757,19566,44.33,85.64,186*,39,20,91,43,Sri Lanka,Colombo (RPS),2887,35320
427,138,103.75,16895,19699,44.57,85.76,186*,39,20,91,44,Sri Lanka,Colombo (RPS),2889,35320
428,8,57.14,16903,19713,44.48,85.74,186*,39,20,91,44,Pakistan,Centurion,2898,35320
430,14,48.27,16917,19742,44.40,85.69,186*,39,20,91,44,Australia,Vadodara,2913,35320
431,4,50.00,16921,19750,44.29,85.67,186*,39,20,91,44,Australia,Nagpur,2915,35320
432,32,68.08,16953,19797,44.26,85.63,186*,39,20,91,44,Australia,Delhi,2918,35320
433,40,58.82,16993,19865,44.25,85.54,186*,39,20,91,44,Australia,Mohali,2919,35320
434,175,124.11,17168,20006,44.59,85.81,186*,39,20,91,45,Australia,Hyderabad (Deccan),2923,35320
435,10,58.82,17178,20023,44.50,85.79,186*,39,20,91,45,Australia,Guwahati,2925,35320
436,69,109.52,17247,20086,44.56,85.86,186*,39,20,92,45,Sri Lanka,Rajkot,2932,35320
437,43,82.69,17290,20138,44.56,85.85,186*,39,20,92,45,Sri Lanka,Nagpur,2933,35320
438,96*,92.30,17386,20242,44.80,85.89,186*,40,20,93,45,Sri Lanka,Cuttack,2934,35320
439,8,100.00,17394,20250,44.71,85.89,186*,40,20,93,45,Sri Lanka,Kolkata,2935,35320
440,4,80.00,17398,20255,44.61,85.89,186*,40,20,93,45,South Africa,Jaipur,2961,35320
441,200*,136.05,17598,20402,45.12,86.25,200*,41,20,93,46,South Africa,Gwalior,2962,35320
442,7,63.63,17605,20413,45.02,86.24,200*,41,20,93,46,South Africa,Durban,3079,35320
443,24,54.54,17629,20457,44.97,86.17,200*,41,20,93,46,South Africa,Johannesburg,3080,35320
444,28,96.55,17657,20486,44.92,86.19,200*,41,20,93,46,Bangladesh,Dhaka,3100,35320
445,120,104.34,17777,20601,45.11,86.29,200*,41,20,93,47,England,Bengaluru,3110,35320
446,38,67.85,17815,20657,45.10,86.24,200*,41,20,93,47,Ireland,Bengaluru,3121,35320
447,27,122.72,17842,20679,45.05,86.28,200*,41,20,93,47,Netherlands,Delhi,3124,35320
448,111,109.90,17953,20780,45.22,86.39,200*,41,20,93,48,South Africa,Nagpur,3128,35320
449,2,50.00,17955,20784,45.11,86.38,200*,41,20,93,48,West Indies,Chennai,3141,35320
450,53,77.94,18008,20852,45.13,86.36,200*,41,20,94,48,Australia,Ahmedabad,3143,35320
451,85,73.91,18093,20967,45.23,86.29,200*,41,20,95,48,Pakistan,Mohali,3147,35320
452,18,128.57,18111,20981,45.16,86.32,200*,41,20,95,48,Sri Lanka,Mumbai,3148,35320
453,2,33.33,18113,20987,45.05,86.30,200*,41,20,95,48,Australia,Melbourne,3231,35320
454,48,76.19,18161,21050,45.06,86.27,200*,41,20,95,48,Sri Lanka,Perth,3233,35320
455,15,62.50,18176,21074,44.99,86.24,200*,41,20,95,48,Sri Lanka,Adelaide,3239,35320
456,3,25.00,18179,21086,44.88,86.21,200*,41,20,95,48,Australia,Brisbane,3244,35320
457,22,95.65,18201,21109,44.83,86.22,200*,41,20,95,48,Sri Lanka,Brisbane,3246,35320
458,14,93.33,18215,21124,44.75,86.22,200*,41,20,95,48,Australia,Sydney,3250,35320
459,39,130.00,18254,21154,44.74,86.29,200*,41,20,95,48,Sri Lanka,Hobart,3251,35320
460,6,31.57,18260,21173,44.64,86.24,200*,41,20,95,48,Sri Lanka,Dhaka,3259,35320
461,114,77.55,18374,21320,44.81,86.18,200*,41,20,95,49,Bangladesh,Dhaka,3261,35320
462,52,108.33,18426,21368,44.83,86.23,200*,41,20,96,49,Pakistan,Dhaka,3263,35320
463,35,63.63,35,55,35.00,63.63,35,0,0,0,0,Pakistan,Galle,1603,50710
464,85,73.27,120,171,60.00,70.17,85,0,0,1,0,South Africa,Galle,1604,50710
465,36*,76.59,156,218,78.00,71.55,85,1,0,1,0,Pakistan,Colombo (RPS),1608,50710
467,43,87.75,199,267,66.33,74.53,85,1,0,1,0,South Africa,Colombo (RPS),1614,50710
468,2,33.33,201,273,50.25,73.62,85,1,0,1,0,West Indies,Nairobi (Gym),1631,50710
469,19,55.88,220,307,44.00,71.66,85,1,0,1,0,Pakistan,Nairobi (Gym),1634,50710
470,40*,62.50,260,371,52.00,70.08,85,2,0,1,0,India,Sharjah,1640,50710
471,15*,65.21,275,394,55.00,69.79,85,3,0,1,0,Zimbabwe,Sharjah,1642,50710
472,4,22.22,279,412,46.50,67.71,85,3,0,1,0,Zimbabwe,Sharjah,1646,50710
474,8,30.76,287,438,41.00,65.52,85,3,0,1,0,India,Sharjah,1652,50710
475,84,73.68,371,552,46.37,67.21,85,3,0,2,0,South Africa,Port Elizabeth,1661,50710
476,11,52.38,382,573,42.44,66.66,85,3,0,2,0,South Africa,East London,1662,50710
477,16*,160.00,398,583,44.22,68.26,85,4,0,2,0,South Africa,Paarl,1666,50710
478,1,50.00,399,585,39.90,68.20,85,4,0,2,0,South Africa,Cape Town,1668,50710
479,33,63.46,432,637,39.27,67.81,85,4,0,2,0,South Africa,Bloemfontein,1671,50710
480,22,129.41,454,654,37.83,69.41,85,4,0,2,0,South Africa,Johannesburg,1673,50710
481,12,92.30,466,667,35.84,69.86,85,4,0,2,0,New Zealand,Napier,1680,50710
482,13,52.00,479,692,34.21,69.21,85,4,0,2,0,New Zealand,Wellington,1682,50710
483,13*,100.00,492,705,35.14,69.78,85,5,0,2,0,New Zealand,Auckland,1684,50710
484,20,86.95,512,728,34.13,70.32,85,5,0,2,0,New Zealand,Hamilton,1686,50710
485,1,20.00,513,733,32.06,69.98,85,5,0,2,0,New Zealand,Christchurch,1688,50710
486,1,6.66,514,748,30.23,68.71,85,5,0,2,0,England,Dambulla,1694,50710
487,6,37.50,520,764,28.88,68.06,85,5,0,2,0,England,Colombo (RPS),1695,50710
489,11,52.38,531,785,27.94,67.64,85,5,0,2,0,Pakistan,Sharjah,1704,50710
490,0,0.00,531,786,26.55,67.55,85,5,1,2,0,New Zealand,Sharjah,1705,50710
491,6,50.00,537,798,25.57,67.29,85,5,1,2,0,New Zealand,Sharjah,1710,50710
492,2,33.33,539,804,24.50,67.03,85,5,1,2,0,India,Colombo (RPS),1740,50710
493,18,60.00,557,834,24.21,66.78,85,5,1,2,0,India,Colombo (SSC),1742,50710
495,35,70.00,592,884,24.66,66.96,85,5,1,2,0,Zimbabwe,Sharjah,1769,50710
496,0,0.00,592,887,23.68,66.74,85,5,2,2,0,Pakistan,Sharjah,1771,50710
497,3,16.66,595,905,22.88,65.74,85,5,2,2,0,Pakistan,Sharjah,1772,50710
499,27,87.09,622,936,23.03,66.45,85,5,2,2,0,West Indies,Colombo (RPS),1778,50710
500,1,100.00,623,937,22.25,66.48,85,5,2,2,0,Zimbabwe,Colombo (RPS),1779,50710
502,23,46.93,646,986,22.27,65.51,85,5,2,2,0,West Indies,Colombo (RPS),1782,50710
503,10,50.00,656,1006,21.86,65.20,85,5,2,2,0,Pakistan,Sharjah,1825,50710
504,23,56.09,679,1047,21.90,64.85,85,5,2,2,0,New Zealand,Sharjah,1826,50710
505,5,41.66,684,1059,21.37,64.58,85,5,2,2,0,Pakistan,Sharjah,1829,50710
506,50,78.12,734,1123,22.24,65.36,85,5,2,3,0,New Zealand,Sharjah,1830,50710
507,18,85.71,752,1144,22.11,65.73,85,5,2,3,0,Pakistan,Sharjah,1832,50710
508,22,78.57,774,1172,22.11,66.04,85,5,2,3,0,England,Nottingham,1847,50710
509,1*,100.00,775,1173,22.14,66.06,85,6,2,3,0,England,Leeds,1850,50710
510,70,88.60,845,1252,23.47,67.49,85,6,2,4,0,England,Manchester,1853,50710
511,66,140.42,911,1299,24.62,70.13,85,6,2,5,0,India,Bristol,1855,50710
512,29,126.08,940,1322,24.73,71.10,85,6,2,5,0,Bangladesh,Colombo (SSC),1857,50710
513,4,66.66,944,1328,24.20,71.08,85,6,2,5,0,Bangladesh,Colombo (SSC),1858,50710
514,22,68.75,966,1360,24.15,71.02,85,6,2,5,0,Bangladesh,Colombo (RPS),1859,50710
515,38,71.69,1004,1413,24.48,71.05,85,6,2,5,0,Pakistan,Tangier,1861,50710
516,41,71.92,1045,1470,24.88,71.08,85,6,2,5,0,South Africa,Tangier,1862,50710
517,1,8.33,1046,1482,24.32,70.58,85,6,2,5,0,Pakistan,Tangier,1863,50710
518,57,64.04,1103,1571,25.06,70.21,85,6,2,6,0,South Africa,Tangier,1865,50710
519,40,74.07,1143,1625,25.40,70.33,85,6,2,6,0,South Africa,Tangier,1866,50710
520,0,0.00,1143,1629,24.84,70.16,85,6,3,6,0,Pakistan,Colombo (RPS),1874,50710
521,41,60.29,1184,1697,25.19,69.77,85,6,3,6,0,Netherlands,Colombo (RPS),1878,50710
522,48,76.19,1232,1760,25.66,70.00,85,6,3,6,0,Australia,Colombo (RPS),1887,50710
523,54,60.67,1286,1849,26.24,69.55,85,6,3,7,0,India,Colombo (RPS),1888,50710
524,26,56.52,1312,1895,26.24,69.23,85,6,3,7,0,India,Colombo (RPS),1889,50710
525,7,29.16,1319,1919,25.86,68.73,85,6,3,7,0,South Africa,Johannesburg,1903,50710
526,10,100.00,1329,1929,25.55,68.89,85,6,3,7,0,South Africa,Centurion,1905,50710
527,10,50.00,1339,1949,25.26,68.70,85,6,3,7,0,South Africa,Benoni,1908,50710
528,1,25.00,1340,1953,24.81,68.61,85,6,3,7,0,South Africa,Kimberley,1911,50710
529,77*,66.95,1417,2068,26.24,68.52,85,7,3,8,0,South Africa,Bloemfontein,1912,50710
530,11,84.61,1428,2081,25.96,68.62,85,7,3,8,0,England,Brisbane,1922,50710
531,7,53.84,1435,2094,25.62,68.52,85,7,3,8,0,England,Perth,1924,50710
532,40,57.14,1475,2164,25.87,68.16,85,7,3,8,0,Australia,Perth,1925,50710
533,25,125.00,1500,2184,25.86,68.68,85,7,3,8,0,Australia,Sydney,1931,50710
534,10,66.66,1510,2199,25.59,68.66,85,7,3,8,0,England,Sydney,1934,50710
535,42*,100.00,1552,2241,26.30,69.25,85,8,3,8,0,Australia,Brisbane,1936,50710
536,56,84.84,1608,2307,26.80,69.70,85,8,3,9,0,England,Adelaide,1937,50710
537,43,76.78,1651,2363,27.06,69.86,85,8,3,9,0,Australia,Melbourne,1939,50710
538,13,72.22,1664,2381,26.83,69.88,85,8,3,9,0,New Zealand,Bloemfontein,1944,50710
540,4*,100.00,1668,2385,26.90,69.93,85,9,3,9,0,Canada,Paarl,1958,50710
541,5,38.46,1673,2398,26.55,69.76,85,9,3,9,0,Kenya,Nairobi (Gym),1965,50710
542,24,80.00,1697,2428,26.51,69.89,85,9,3,9,0,West Indies,Cape Town,1973,50710
543,6,75.00,1703,2436,26.20,69.90,85,9,3,9,0,South Africa,Durban,1979,50710
544,20,52.63,1723,2474,26.10,69.64,85,9,3,9,0,Australia,Centurion,1982,50710
545,30,90.90,1753,2507,26.16,69.92,85,9,3,9,0,India,Johannesburg,1985,50710
546,35,140.00,1788,2532,26.29,70.61,85,9,3,9,0,Zimbabwe,East London,1989,50710
547,39*,55.71,1827,2602,26.86,70.21,85,10,3,9,0,Australia,Port Elizabeth,1991,50710
548,100*,90.09,1927,2713,28.33,71.02,100*,11,3,9,1,Pakistan,Sharjah,1995,50710
549,103*,95.37,2030,2821,29.85,71.96,103*,12,3,9,2,Kenya,Sharjah,1997,50710
550,25,50.00,2055,2871,29.78,71.57,103*,12,3,9,2,Zimbabwe,Sharjah,1998,50710
551,29,50.87,2084,2928,29.77,71.17,103*,12,3,9,2,Pakistan,Dambulla,2008,50710
552,1,14.28,2085,2935,29.36,71.03,103*,12,3,9,2,New Zealand,Dambulla,2010,50710
553,17,34.00,2102,2985,29.19,70.41,103*,12,3,9,2,Pakistan,Dambulla,2012,50710
554,11,55.00,2113,3005,28.94,70.31,103*,12,3,9,2,New Zealand,Dambulla,2014,50710
555,15,40.54,2128,3042,28.75,69.95,103*,12,3,9,2,West Indies,Bridgetown,2022,50710
556,31,55.35,2159,3098,28.78,69.69,103*,12,3,9,2,West Indies,Bridgetown,2023,50710
557,11,37.93,2170,3127,28.55,69.39,103*,12,3,9,2,West Indies,Kingstown,2024,50710
559,58,63.73,2228,3218,28.93,69.23,103*,12,3,10,2,Australia,Dambulla,2102,50710
560,39,67.24,2267,3276,29.06,69.20,103*,12,3,10,2,Australia,Dambulla,2103,50710
561,15,50.00,2282,3306,28.88,69.02,103*,12,3,10,2,Australia,Colombo (RPS),2105,50710
562,101,91.81,2383,3416,29.78,69.75,103*,12,3,10,3,Australia,Colombo (RPS),2106,50710
563,37,90.24,2420,3457,29.87,70.00,103*,12,3,10,3,Australia,Colombo (SSC),2108,50710
564,73*,101.38,2493,3529,30.77,70.64,103*,13,3,11,3,Zimbabwe,Bulawayo,2119,50710
567,63,63.00,2556,3629,31.17,70.43,103*,13,3,12,3,Zimbabwe,Harare,2123,50710
568,17,42.50,2573,3669,31.00,70.12,103*,13,3,12,3,U.A.E.,Dambulla,2146,50710
569,57,105.55,2630,3723,31.30,70.64,103*,13,3,13,3,India,Dambulla,2148,50710
570,14*,53.84,2644,3749,31.47,70.52,103*,14,3,13,3,Pakistan,Colombo (RPS),2150,50710
572,15,75.00,2659,3769,31.28,70.54,103*,14,3,13,3,India,Colombo (RPS),2153,50710
573,53,64.63,2712,3851,31.53,70.42,103*,14,3,14,3,India,Colombo (RPS),2155,50710
574,24,75.00,2736,3883,31.44,70.46,103*,14,3,14,3,South Africa,Colombo (RPS),2156,50710
